from_totally_fake_account,min_transaction_amount,max_transaction_amount
91407,2.2,488.75
91409,1.45,570.0
91427,1.45,1540.0
91436,1.45,452.5
91456,1.45,1105.0
91468,1.45,1455.0
91520,1.45,1575.0
91625,1.45,1215.0
91627,1.8,616.67
91655,1.45,1335.0
91660,1.45,1935.0
91672,1.95,1360.0
91684,1.45,506.67
91686,1.8,553.33
91695,1.8,975.0
91719,1.45,1720.0
91733,1.45,827.5
91748,1.45,1985.0
91749,1.45,845.0
91788,1.45,915.0
91792,2.4,925.0
91819,1.45,1980.0
91835,3.5,1420.0
91844,1.45,910.0
91890,1.45,472.5
91906,1.45,455.0
91964,1.95,905.0
91987,1.45,1800.0
92018,1.45,585.0
92030,1.45,1485.0
92061,1.45,630.0
92067,1.45,940.0
92091,1.45,1910.0
92097,1.45,441.25
92113,1.45,1845.0
92154,1.45,855.0
92165,2.55,640.0
92174,1.45,1065.0
92185,1.45,472.5
92205,1.45,1675.0
92210,1.8,1240.0
92226,4.0,965.0
92229,1.95,1750.0
92237,1.45,1020.0
92253,1.45,496.67
92265,1.45,1525.0
92278,1.45,543.33
92284,1.45,480.0
92325,3.0,845.0
92336,1.45,990.0
92386,2.2,1950.0
92399,3.0,518.33
92413,1.45,1060.0
92416,1.45,705.0
92428,1.45,1580.0
92468,1.95,463.33
92469,1.8,1930.0
92488,1.45,1945.0
92498,1.45,450.0
92499,1.95,458.33
92506,1.45,980.0
92524,1.45,742.5
92566,2.4,805.0
92591,1.45,1525.0
92610,4.5,980.0
92614,1.45,1370.0
92631,1.5,613.33
92639,1.45,1420.0
92649,1.45,1200.0
92667,1.45,1725.0
92696,1.45,1725.0
92768,1.45,1275.0
92774,1.8,960.0
92778,1.45,1930.0
92793,1.45,697.5
92830,1.45,680.0
92852,1.45,616.67
92918,1.45,910.0
92920,1.45,1515.0
92925,1.45,1995.0
92936,1.45,850.0
92943,1.45,1905.0
92945,1.45,1295.0
92973,1.45,802.5
92977,2.25,481.25
92998,1.45,1715.0
93024,1.45,1445.0
93051,1.45,730.0
93083,1.45,1565.0
93178,1.45,1870.0
93228,1.45,1815.0
93241,1.45,1520.0
93313,1.45,568.33
93333,1.45,1685.0
93420,1.8,837.5
93426,1.45,1725.0
93492,2.2,1035.0
93522,1.45,1030.0
93528,1.45,550.0
93624,1.8,1080.0
93653,1.45,965.0
93665,1.45,1560.0
93680,1.45,1020.0
93683,1.45,950.0
93692,2.45,1425.0
93694,1.45,1925.0
93782,1.45,1985.0
93787,1.45,578.33
93841,1.45,451.25
93867,1.45,487.5
93932,1.5,452.5
93990,1.45,1935.0
94002,1.45,613.33
94012,1.45,1120.0
94032,1.8,850.0
94054,2.15,1900.0
94072,1.45,586.67
94090,1.45,591.67
94130,2.15,591.67
94142,1.45,638.33
94153,1.45,1640.0
94157,1.45,1060.0
94172,1.45,1585.0
94177,1.45,568.33
94182,1.95,837.5
94186,1.45,1395.0
94209,1.45,1245.0
94210,1.45,1315.0
94213,2.15,1950.0
94220,1.45,1820.0
94272,1.45,1080.0
94324,2.4,1580.0
94332,2.55,521.67
94333,1.45,1750.0
94343,1.8,1825.0
94368,1.8,1305.0
94374,1.45,1570.0
94394,1.45,441.67
94420,1.45,490.0
94438,1.45,1900.0
94441,1.95,1805.0
94487,1.5,1285.0
94497,1.95,485.0
94555,1.45,1230.0
94569,1.45,480.0
94598,1.45,960.0
94609,1.45,1960.0
94666,1.45,1130.0
94732,1.45,1740.0
94799,1.45,950.0
94835,1.95,980.0
94840,1.45,780.0
94863,1.45,1030.0
94908,1.45,600.0
94923,1.5,1520.0
94941,1.45,1905.0
94948,1.45,1360.0
94958,1.45,1390.0
94965,1.45,462.5
94975,1.8,660.0
94991,1.45,1790.0
95000,1.45,820.0
95001,1.45,700.0
95011,1.45,462.5
95032,1.45,1635.0
95044,1.45,1860.0
95048,1.45,1630.0
95059,2.4,1265.0
95067,1.8,1705.0
95069,2.4,1655.0
95092,1.45,1810.0
95108,4.5,1255.0
95132,1.45,1240.0
95139,1.45,1385.0
95149,3.0,1145.0
95160,3.5,615.0
95185,2.2,1085.0
95213,1.45,1750.0
95222,1.45,1480.0
95241,1.45,1900.0
95243,1.45,875.0
95267,2.55,1970.0
95314,1.45,855.0
95398,1.45,1545.0
95418,1.45,658.33
95467,1.45,1240.0
95543,3.0,581.67
95578,1.45,1550.0
95627,1.45,458.75
95633,1.45,1060.0
95690,1.45,1915.0
95710,2.25,705.0
95714,2.0,603.33
95754,1.45,1210.0
95757,1.5,446.67
95765,1.45,1260.0
95785,1.45,795.0
95802,1.45,496.67
95843,1.45,1215.0
95870,1.45,1285.0
95876,1.45,980.0
95924,1.95,1135.0
95936,1.45,1230.0
95957,1.45,546.67
95970,1.45,880.0
95988,1.45,1055.0
96107,1.45,443.33
96142,1.45,1410.0
96188,1.45,825.0
96218,1.45,1310.0
96236,1.5,1415.0
96239,1.8,1685.0
96290,1.45,870.0
96342,1.45,1360.0
96404,1.45,1875.0
96407,1.8,1570.0
96416,1.45,1520.0
96425,1.45,451.67
96430,1.45,1435.0
96474,1.8,1475.0
96498,1.45,601.67
96502,1.45,1815.0
96509,1.45,1820.0
96514,1.45,1080.0
96517,1.8,820.0
96560,1.45,625.0
96564,1.5,1545.0
96570,1.45,1920.0
96585,2.65,1295.0
96593,2.4,1145.0
96618,1.45,656.67
96622,1.8,458.33
96627,1.45,496.25
96641,1.45,1720.0
96671,1.5,535.0
96673,1.45,510.0
96675,1.8,1220.0
96722,1.45,463.33
96759,1.45,1380.0
96804,1.45,935.0
96808,1.45,1360.0
96827,2.15,1680.0
96870,1.45,995.0
96873,1.45,1655.0
96882,1.45,620.0
96883,1.8,935.0
96902,1.45,520.0
96905,1.95,1395.0
96916,1.45,442.5
96952,1.45,1985.0
96975,1.45,1180.0
97015,1.95,1160.0
97033,1.45,1455.0
97094,1.95,1470.0
97097,1.45,497.5
97106,1.8,1505.0
97116,1.45,1765.0
97124,1.45,855.0
97138,1.45,1710.0
97163,1.45,490.0
97250,1.45,990.0
97272,1.8,1580.0
97288,1.8,830.0
97306,1.45,1820.0
97337,1.45,475.0
97348,1.45,800.0
97372,2.4,485.0
97374,1.45,1240.0
97381,1.45,460.0
97419,1.45,1465.0
97446,1.45,1620.0
97454,1.45,1660.0
97460,3.0,456.25
97503,1.45,507.5
97507,1.45,1905.0
97573,1.45,483.33
97581,2.25,1190.0
97587,1.8,558.33
97595,1.45,556.67
97602,1.45,602.5
97640,1.45,1780.0
97659,1.45,1470.0
97671,1.5,1935.0
97731,2.15,645.0
97747,1.45,463.33
97790,1.45,1535.0
97791,1.45,493.33
97806,1.8,1810.0
97829,1.45,1785.0
97832,1.8,485.0
97861,1.95,1715.0
97886,1.45,556.67
97914,1.45,1235.0
97922,2.2,840.0
97955,1.95,1310.0
97960,1.45,1105.0
97961,1.45,1460.0
97979,1.45,1015.0
97997,1.45,1345.0
98062,1.95,1530.0
98064,1.45,445.0
98066,2.15,1480.0
98119,1.95,488.75
98135,3.0,1820.0
98171,1.8,568.33
98184,1.45,658.33
98187,1.45,558.33
98203,1.45,1920.0
98219,1.45,492.5
98220,1.45,576.67
98230,1.95,1105.0
98238,1.45,461.67
98245,1.45,1995.0
98249,1.95,1955.0
98303,1.45,1560.0
98305,1.45,1980.0
98346,1.45,1600.0
98405,1.45,1240.0
98410,1.45,1980.0
98434,1.45,1180.0
98443,2.4,1780.0
98452,1.8,588.33
98468,1.45,997.5
98473,1.45,622.5
98475,2.0,1290.0
98491,1.45,451.25
98519,1.45,1810.0
98542,1.45,995.0
98556,1.8,1540.0
98560,1.45,1685.0
98569,1.45,1315.0
98574,1.45,1405.0
98590,1.45,1000.0
98611,1.5,650.0
98626,1.45,538.33
98668,1.8,1255.0
98674,1.45,705.0
98679,1.5,1505.0
98708,1.45,1670.0
98761,1.45,463.75
98837,1.45,905.0
98847,1.45,445.0
98861,2.65,1635.0
98889,1.45,1630.0
98898,1.45,540.0
98923,1.95,1660.0
98985,1.45,1760.0
98993,1.45,1600.0
99023,1.8,1595.0
99051,1.45,1965.0
99059,1.45,515.0
99064,1.8,1785.0
99102,1.8,500.0
99152,1.45,1795.0
99211,2.55,520.0
99214,1.8,1240.0
99275,1.45,522.5
99283,1.45,905.0
99325,1.45,640.0
99376,1.45,1980.0
99403,1.45,1880.0
99434,1.45,1425.0
99481,1.45,1010.0
99483,1.45,1795.0
99539,2.2,1510.0
99569,1.45,462.5
99580,1.45,497.5
99581,1.8,1390.0
99658,1.8,540.0
99663,1.45,1425.0
99666,1.45,637.5
99689,1.45,910.0
99693,1.45,915.0
99726,1.45,1755.0
99772,1.5,598.33
99794,1.45,491.25
99799,1.45,540.0
99807,1.45,807.5
99812,1.45,1020.0
99814,1.45,497.5
99826,1.45,1165.0
99836,1.45,1445.0
99840,1.95,1775.0
99851,1.45,1550.0
99868,2.25,1155.0
99887,1.45,1195.0
99891,1.8,1580.0
99895,1.45,470.0
99952,1.8,1940.0
99988,1.45,1565.0
100019,1.45,1080.0
100053,1.45,995.0
100086,1.45,581.67
100094,2.2,667.5
100098,1.45,1170.0
100105,1.45,895.0
100126,1.45,586.67
100137,1.45,815.0
100144,1.95,481.25
100166,1.45,1460.0
100171,1.8,965.0
100214,1.45,488.33
100223,1.45,1730.0
100250,2.4,1180.0
100264,3.5,1910.0
100273,1.45,1785.0
100301,1.45,782.5
100338,1.45,1155.0
100376,1.45,1185.0
100384,1.5,915.0
100420,1.8,910.0
100466,1.45,1610.0
100472,1.45,596.67
100483,1.45,1920.0
100569,1.45,1170.0
100573,1.45,920.0
100593,1.8,1830.0
100608,1.45,1735.0
100613,1.45,1705.0
100636,3.0,480.0
100640,1.45,445.0
100645,1.45,1415.0
100656,1.45,1240.0
100687,1.5,1770.0
100688,1.45,1255.0
100736,1.8,1690.0
100766,1.45,1505.0
100796,1.45,1105.0
100800,1.8,1515.0
100820,1.45,1890.0
100859,1.45,483.33
100873,1.45,727.5
100925,3.5,1330.0
